Rumor,Lable,sentiment
"2nd US Death Confirmed In Washington State As Outbreak Accelerates Across America: Virus Updates.
","conspiracy
",Neutral-Neutral
"China closes 1st ‘pop-up’ coronavirus hospital, built in 10 days, after last group of recovered patients discharged.
","unreliable
",Neutral-Neutral
"Miami treats coronavirus as hurricane threat ahead of Spring Break #coronavirus.
","unreliable
",Neutral-Neutral
"OECD Sounds The Alarm, Warns Global Growth Could Shrink ""By Half"" Thanks To Coronavirus.
","conspiracy
",Neutral-Neutral
"Again China is responsible.
","unreliable
",Negative-Neutral
"WATCH: Iranian pilgrims taunt coronavirus with ‘communal licking’ of religious shrines despite outbreak.
","conspiracy
",Neutral-Neutral
"The Uighurs are at present under a serious social re-engineering campaign by the Chinese government.
","unreliable
",Neutral-Neutral
"The Morning Briefing: Coronavirus Is the New Y2K News and Politics.
","political/bias
",Neutral-Neutral
"Looks like those careless Chinese have unleashed the virus and the extinction of mankind.
","unreliable
",Negative-Neutral
"Coronavirus: Stay Calm and Avoid the Hype.
","political/bias
",Neutral-Neutral
"The fact as to whether the festival will be cancelled due to the Corona virus is quite irr…
","unreliable
",Neutral-Neutral
"Financial markets rebound after panic sell-off as global central banks pledge to pump in more cash.
","unreliable
",Neutral-Neutral
"Homeland Chief: Fighting Coronavirus Means ‘Keeping Sick People Out.
","political/bias
",Neutral-Neutral
"Iran: Cleric Claims Applying Essential Oils to Your Anus Helps Avoid Coronavirus.
","unreliable
",Neutral-Neutral
"Donald Trump, who – we can’t make this up – is now bragging about fake coronavirus poll numbers.
","political/bias
",Negative-Neutral
"Coronavirus Samples Destroyed By China? #coronavirus #covid19 #Pandemic #Bioweapon #Bioengineered #Depopulation.
","conspiracy
",Neutral-Neutral
"A masterful post explains why coronavirus in China and America may differ.
","political/bias
",Neutral-Neutral
"The Limits Of Force: A Bayonet In The Back Will Not Restore Chinas Economy.
","conspiracy
",Neutral-Neutral
"Next time, sink the ship. They will not do it again.
","political/bias
",Negative-Neutral
"OECD Sounds The Alarm, Warns Global Growth Could Shrink “By Half” Thanks To Coronavirus.
","conspiracy
",Neutral-Neutral
"Senior Advisor To The Ayatollah Dies Of #Coronavirus As Iran Rejects Offer Of US Aid.
","conspiracy
",Neutral-Neutral
"An Obama Holdover in an Obscure Government Arm Helped Cause the Country’s Coronavirus Crisis Frontpagemag.
","political/bias
",Neutral-Neutral
"March Is Looking Bleak - Supply Constraints Strike Indias Tech Sector.
","conspiracy
",Neutral-Neutral
"China Fires Military Grade Laser At U.S. Navy Aircraft Flying Near Guam.
","political/bias
",Neutral-Neutral
"I think it is time that the CDC step in. This is a hotbed of infection just like China!!! #coronavirus.
","unreliable
",Negative-Fear
"??????? A Stunning 400 Million People Are On Lockdown In China As Guangzhou Joins Quarantine.
","conspiracy
",Neutral-Surprise
"#NASA news: Space agency satellite shows China pollution plummet over #coronavirus shutdown.
","unreliable
",Neutral-Neutral
"Joe Biden Promotes 3 Debunked Claims Regarding The Coronavirus The Daily Wire.
","political/bias
",Neutral-Neutral
"Indonesia becomes the latest country to be struck down by the coronavirus Daily Mail Online.
","unreliable
",Neutral-Neutral
"Covid-19 Threat So Great Men Now Actively Washing Hands After Using Toilet.
","unreliable
",Neutral-Neutral
"Briton says he fell sick with coronavirus weeks before first official case Daily Mail Online.
","unreliable
",Neutral-Neutral
"Coronavirus map LIVE: Taiwanese scientist says virus ‘man made’ and RELEASED from lab.
","unreliable
",Neutral-Neutral
"What Are The Odds? - A Timeline Of Facts Linking Covid-19, HIV, & Wuhans Secret Bio-Lab.
","conspiracy
",Neutral-Neutral
"A masterful post explains why coronavirus in China and America may differ - American Thinker.
","political/bias
",Neutral-Neutral
"What an ass.
","political/bias
",Negative-Disgust
"Coronavirus: Stay Calm and Avoid the Hype - American Thinker.
","political/bias
",Neutral-Neutral
"Six questions for the coronavirus task force.
","political/bias
",Neutral-Neutral
"Iranians Lick A Shrine Believed To Be Infected With Coronavirus.
","political/bias
",Neutral-Neutral
"Watch Live: Buttigieg Drops Out As Super Tuesday Looms, Coronavirus Panic Worsens.
","conspiracy
",Neutral-Neutral
"CDC Accidentally Releases Diamond Princess Evacuee Who Tested Positive For The Virus.
","conspiracy
",Neutral-Neutral
"Officials admit it: Trump saved lives and spared America from worst of coronavirus.
","political/bias
",Positive-Neutral
"Who needs regime change when you have #Coronavirus, amirite? 🤔Awfully convenient here.
","unreliable
",Neutral-Neutral
"Facebook Fact-Checkers Admit Trump NEVER SAID Coronavirus Was a Hoax.
","political/bias
",Neutral-Neutral
"World famous museum shuts down amid coronavirus fears.
","unreliable
",Neutral-Neutral
"Theyre praying.
","conspiracy
",Neutral-Neutral
"Coronavirus Is a Bigger Risk to the Rest of the World Than It Is to China.
","political/bias
",Neutral-Neutral
"Six questions for the coronavirus task force - American Thinker.
","political/bias
",Neutral-Neutral
"Wutless Naker.😂#.
","unreliable
",Negative-Neutral
"Lies, it’s another source of the plague.#.
","unreliable
",Negative-Neutral
"Peter Andre’s alleged coronavirus precautions caused an outbreak of pisstaking.
","unreliable
",Neutral-Neutral
"Could the virus impact the Olympics?
","unreliable
",Neutral-Neutral
"Officials admit it: #Trump saved lives and spared America from worst of #coronavirus.
","political/bias
",Positive-Neutral
"Media, Democrats Spread Fake News That Trump Called Coronavirus ‘A Hoax’.
","conspiracy
",Neutral-Neutral
"CCP: USA is the origin of COVID19 Several days ago, CCP’s top propaganda…
","unreliable
",Neutral-Neutral
"Alton Towers waterpark CLOSED as visitors report ‘irritation’ to eyes and throat.
","unreliable
",Neutral-Neutral
"WATCH: Iranians Lick Shrine Believed To Be Infected With Coronavirus.
","political/bias
",Neutral-Neutral
"CDC TESTS FAILED... #drudge.
","unreliable
",Neutral-Neutral
"Coronavirus: Donald Trump says US is in ‘good shape’ Youve gotta h…
","unreliable
",Neutral-Neutral
"Panic Buying Hits German Stores as Coronavirus Cases Double.
","conspiracy
",Neutral-Neutral
"The Chinese Green New Deal? Amazing NASA images show how pollution has CLEARED over China Daily Mail Online.
","unreliable
",Neutral-Neutral
"SUE FOR SLANDERING THE PRESIDENT DONALD JOHN TRUMP ETC.!!
","conspiracy
",Negative-Anger
"Debra Messing spreads fake “facts” to blame Trump for coronavirus.
","clickbait
",Negative-Neutral
"Bill and Melinda Gates Foundation is the source of the fake news. #SedatiousConspiracy.
","conspiracy
",Neutral-Neutral
"War!!! Turkey Launches Massive Invasion Into Southern Europe.
","conspiracy
",Neutral-Surprise
"""Theyre Flying It In!"" - Canadians Furious At Trudeau As Government Refuses To Stop Travelers From Iran.
","conspiracy
",Neutral-Neutral
"‘You Need To Shut Up’: Dr Drew Slams Media Over Coronavirus Doom-mongering.
","conspiracy
",Negative-Neutral
"Vote of no confidence: Almost no UK doctors think NHS can handle coronavirus outbreak, survey finds.
","unreliable
",Negative-Neutral
"Senior Advisor To The Ayatollah Dies Of Coronavirus As Iran Rejects Offer Of US Aid.
","conspiracy
",Neutral-Neutral
"Delayed U.S. Coronavirus Preorders Finally Shipping.
","unreliable
",Negative-Neutral
"Illinois Confirms 4th Case, Saudi Arabia Confirms 1st, Italian Death Toll Tops 50: Live Virus Updates.
","conspiracy
",Neutral-Neutral
"The Real Contagion is Fear Jon Rappoport- ""There are what, 20 or 30 supposed cases of the…
","conspiracy
",Neutral-Neutral
"Wuhan Coronavirus Bioterrorist Attack Is China’s 9/11, Same Perps SOTN: Alternative News, Analysis & Commentary.
","unreliable
",Neutral-Neutral
"Even With 7 Government Officials Infected With Coronavirus, Iran Still Cant Tell the Truth.
","political/bias
",Neutral-Neutral
"Coronavirus could become a seasonal infection like the flu that returns EVERY year.
","unreliable
",Neutral-Neutral
"In Retaliatory Move, US To Limit Staff At Chinas State-Owned Media ""Propaganda"" Companies.
","conspiracy
",Neutral-Neutral
"Here’s How Everyone Can Avoid Getting The Coronavirus SOTN: Alternative News, Analysis & Commentary.
","unreliable
",Neutral-Neutral
"📰 RT: Russia to reassess government budget taking into account coronavirus risks.
","unreliable
",Neutral-Neutral
"Joe Biden Promotes 3 Debunked Claims Regarding The Coronavirus *OLDDementedJoeNeverStopsLYING.
","political/bias
",Neutral-Neutral
"Did California’s “outbreak” patient infect dozens of hospital workers in Sacramento?
","conspiracy
",Neutral-Neutral
"24 people hospitalized, 83 quarantined after contact with coronavirus patient in Moscow – mayor #.
","unreliable
",Neutral-Neutral
"If you think Democrats and the media are politicizing the coronavirus, youre right.
","political/bias
",Negative-Neutral
"India sees increased opportunities to replace China on global export market — RT Business News #indiawatch.
","unreliable
",Neutral-Neutral
"The real pandemic... #honk.
","unreliable
",Neutral-Neutral
"Not surprised. She was so mean to Snow White... #RosaDelauro.
","political/bias
",Neutral-Neutral
"Doctor: US #coronavirus cases to surge into thousands next week Daily Mail Online.
","unreliable
",Neutral-Neutral
"38% Of People In Survey Are Avoiding Corona Beer Due To Coronavirus.
","conspiracy
",Neutral-Neutral
"Mr Blobby will survive! (Apologies it’s the daily mail).
","unreliable
",Neutral-Neutral
"Medical Professor Praises Trump Admin for Coronavirus Response: Ive Never Seen One Handled Better.
","unreliable
",Positive-Neutral
"German interior minister REFUSES TO SHAKE MERKEL’S HAND amid coronavirus scare (VIDEO) WEL…
","unreliable
",Neutral-Neutral
"US Death Toll Climbs To 5 As Washington Reports 3 More Deaths In King County: Live Updates.
","conspiracy
",Neutral-Neutral
"Daily does of real news on coronavirus inside China!
","unreliable
",Negative-Surprise
"New York Times spreads dangerous misinformation, falsely claims flu shot will protect against coronavirus, pneumonia.
","conspiracy
",Negative-Neutral
"Four new UK coronavirus cases TODAY brings UK total to 40 Daily Mail Online.
","unreliable
",Neutral-Neutral
"Videos show Iranians LICKING holy shrines despite #coronavirus outbreak #Iran Daily Mail Online.
","unreliable
",Neutral-Neutral
"Fact Check: Did Trump Call Coronavirus a ‘Hoax’?
","political/bias
",Neutral-Neutral
"Number of people dead from coronavirus in the U.S. rises to SIX.
","unreliable
",Neutral-Neutral
"Facts don’t care about your feelings.
","political/bias
",Negative-Neutral
"Difficult times makes for difficult fashions.
","unreliable
",Neutral-Neutral
"“How Do I Pay for This?”: Shocking Cost of Mandatory Coronavirus Testing is Bad for Everyone.
","conspiracy
",Negative-Neutral
"🚨BOOM🚨 Deep State Sabotage!!! #CoronaOutbreak #QAnon #WWG1WGA #TheStorm #TheGreatAwakening.
","conspiracy
",Negative-Surprise
"Exclusive! Army Preparing for 3 Million Deaths from Coronavirus.
","conspiracy
",Neutral-Surprise
"US scientists have completed a coronavirus vaccine Hallelujah!
","unreliable
",Positive-Happiness
"Villagers in Ethiopia are bleeding from their noses and mouths #COVIDー19…
","unreliable
",Neutral-Neutral
"Second Coronavirus Death Occurs in US, First Case in New York City Announced.
","unreliable
",Neutral-Neutral
"Trump Says US May Tighten Travel Restrictions As Death Toll Climbs To 6: Live Updates.
","conspiracy
",Neutral-Neutral
"Bloomberg Purchases 3-Minute Primetime Slot for Coronavirus Ad This slime bag isnt doing himself any favors.
","unreliable
",Neutral-Neutral
"Top Soviet virologist & WHO expert explains Covid-2019 & debunks popular myths.
","unreliable
",Neutral-Neutral
"Maybe try this.
","unreliable
",Neutral-Neutral
"DoubleLine Deputy CIO: ""The Coronavirus Outbreak Is Way Beyond The Feds Control"".
","conspiracy
",Neutral-Neutral
"Medics in China conduct first double-lung transplant on coronavirus patient.
","unreliable
",Neutral-Neutral
"The Coronavirus can’t be fought with interest rates. This is a matter of confidence. - #zerohedge.
","conspiracy
",Neutral-Neutral
"we going live? #COVIDー19 #xrp.
","conspiracy
",Neutral-Fear
"Obscure Bureaucrat Helped Make Decision To Fly Back Coronavirus-Infected Passengers. Trump Was Reportedly Furious.
","political/bias
",Neutral-Neutral
"Natural ways to boost your immunity as coronavirus spreads.
","conspiracy
",Neutral-Neutral
"Panic buying hits New York as first coronavirus case announced Daily Mail Online.
","unreliable
",Neutral-Neutral
"by Andrea Widburg: A masterful post explains why coronavirus in China and America may differ.
","political/bias
",Neutral-Neutral
"Texas Scientist has develop the vaccine to the coronavirus!!
","unreliable
",Neutral-Neutral
"What do you think about azar jackleg dung sack..some wont be able 2 afford..what the fallu…
","conspiracy
",Negative-Neutral
"I just read.
","unreliable
",Neutral-Neutral
"Mark Levin Blasts Democrats for Dithering With Impeachment as Coronavirus Spread #NewsandPolitics.
","political/bias
",Negative-Anger
"Lets talk about this.
","conspiracy
",Neutral-Neutral
"Stocks SOAR As The Market Recovers From The Coronavirus Panic…Dow Logs BIGGEST One-Day Point Gain In History.
","political/bias
",Neutral-Neutral
"5G Launches In Wuhan Weeks Before Coronavirus Outbreak.
","conspiracy
",Neutral-Neutral
"*chuckles in #Collapsitarian * Covid-19 Risks - Doing The Math.
","conspiracy
",Negative-Neutral
"#Coronavirus CRIMINALS: The CDC deliberately released infected patient in San Antonio whil…
","conspiracy
",Neutral-Neutral
"Breaking: 6 Dead In The US From #Coronavirus #Infowars.
","conspiracy
",Neutral-Surprise
"Shanghai Accord 2.0? Powell, Mnuchin To Lead Tuesdays Emergency G-7 Coronavirus Call.
","conspiracy
",Neutral-Neutral
"Coronavirus is Mutating: Iranian strain is different than strain from Wuhan.
","unreliable
",Neutral-Neutral
